"ITTER107","Territorio","TIPO_DATO_CIS","Indicatori","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","FORMA_INNOVAZ","Caratteristiche delle imprese","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",63773,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",26747,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",63880,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",6483,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",28167,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",27366,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","65","assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",32665,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",1604,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",1865,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",14233,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",25222,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",28764,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",494,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",47,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",2512,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",11107,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",14772,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",20891,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",9160,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",44593,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",1105,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",787,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",4597,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",13,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",457,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",2928,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",5546,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",8942,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","66","attività ausiliarie dei servizi finanziari e delle attività assicurative","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",50769,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",34815,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",51383,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",101221,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",136406,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",139006,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",1278,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",16735,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",12904,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",47451,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",16837,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",47415,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",45904,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",62397,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",769,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",2685,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",1461,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",28424,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",20871,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",21376,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",4411,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",36092,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","70","attività di direzione aziendale e di consulenza gestionale","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",39962,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",127455,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",211925,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",181615,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",245652,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",339311,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",12243,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",5671,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",6887,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",35478,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",55757,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",45222,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",44479,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",42968,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",8658,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",683,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",4242,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",31005,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",2951,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",40254,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",7421,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",7559,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","71","attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",5360,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",500788,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",670979,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",686477,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",721256,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",920375,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",134490,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",133148,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",102040,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",141744,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",221270,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",31896,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",46943,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",33431,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",14147,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",2071,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",10522,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",55136,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",13499,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",62090,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",2837,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",21704,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","72","ricerca scientifica e sviluppo","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",20742,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",3201,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",3684,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",29366,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",72767,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",36290,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",2024,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",203,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",13230,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",34297,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",1566,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",32348,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",9422,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",42854,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",8266,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",7301,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",2547,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",1005,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",3399,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",4604,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",9438,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","73","pubblicità e ricerche di mercato","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",3732,,
